,Année_construction,Logement,Coût_chauffage,Surface_habitable_logement,Etiquette_DPE,Periode_construction,Coût_total_5_usages,Code_postal_(BAN),Adresse_(BAN)
10369,1948.0,ancien,854.0,83.7,D,Avant 1960,1201.2,69008.0,26ter Rue de Nice 69008 Lyon
10370,2001.0,ancien,638.9,69.6,C,2001 - 2010,1163.1,69008.0,51 Rue de Montagny 69008 Lyon
10371,1983.0,ancien,572.3,54.5,C,1981 - 1990,1085.4,69008.0,165 Route de Vienne 69008 Lyon
10372,1989.0,ancien,491.2,63.0,C,1981 - 1990,1027.8,69008.0,Avenue des Frères Lumière 69008 Lyon
10373,2006.0,ancien,95.1,31.1,D,2001 - 2010,430.8,69008.0,6 Rue de l’Eternité 69008 Lyon
10374,1948.0,ancien,647.5,31.6,G,Avant 1960,980.8,69008.0,184 Route de Vienne 69008 Lyon
10376,1989.0,ancien,92.6,22.0,D,1981 - 1990,406.0,69008.0,42 Rue des Hérideaux 69008 Lyon
10377,1948.0,ancien,559.7,55.5,E,Avant 1960,1266.9,69008.0,137ter Rue de Montagny 69008 Lyon
10378,1998.0,ancien,943.0,100.7,C,1991 - 2000,1383.0,69008.0,60 Rue du Bocage 69008 Lyon
10380,2001.0,ancien,820.4,70.8,D,2001 - 2010,1319.7,69008.0,6 Rue des Alouettes 69008 Lyon
10381,2006.0,ancien,1596.4,166.2,D,2001 - 2010,2079.4,69008.0,7 Rue de l’Eternité 69008 Lyon
10382,2006.0,ancien,123.9,31.8,C,2001 - 2010,374.6,69008.0,7 Rue de l’Eternité 69008 Lyon
10383,1989.0,ancien,436.6,24.0,D,1981 - 1990,788.9,69008.0,42 Rue des Hérideaux 69008 Lyon
10385,1947.0,ancien,549.8,48.3,D,Avant 1960,798.8,69008.0,187 Route de Vienne 69008 Lyon
10386,2001.0,ancien,658.3,77.0,D,2001 - 2010,1104.2,69008.0,147 Rue de Montagny 69008 Lyon
10387,1947.0,ancien,784.3,46.4,E,Avant 1960,1205.9,69008.0,122 Route de Vienne 69008 Lyon
10388,1948.0,ancien,595.8,55.5,E,Avant 1960,1302.5,69008.0,137ter Rue de Montagny 69008 Lyon
10389,2006.0,ancien,682.2,82.0,C,2001 - 2010,1316.0,69008.0,31 Rue des Tuiliers 69008 Lyon
10390,1948.0,ancien,486.7,55.8,D,Avant 1960,939.4,69008.0,15 Passage des Alouettes 69008 Lyon
10391,1989.0,ancien,761.5,69.9,C,1981 - 1990,1355.4,69008.0,12 Rue des Alouettes 69008 Lyon
10392,1948.0,ancien,679.3,55.0,D,Avant 1960,931.9,69008.0,238 Route de Vienne 69008 Lyon
10393,1948.0,ancien,1451.1,66.0,E,Avant 1960,1772.1,69008.0,6 Rue des Roses 69008 Lyon
10394,2010.0,ancien,575.0,81.3,D,2001 - 2010,1817.0,69008.0,92 Avenue de l'Europe 69008 Lyon
10395,1948.0,ancien,1397.7,67.3,E,Avant 1960,1674.4,69008.0,5 Rue des Roses 69008 Lyon
10396,2011.0,ancien,207.3,59.8,C,Après 2010,583.6,69008.0,248 Route de Vienne 69008 Lyon
10397,1948.0,ancien,665.6,45.6,E,Avant 1960,816.5,69008.0,10 Rue du Puisard 69008 Lyon
10399,1948.0,ancien,757.2,52.0,E,Avant 1960,1354.6,69008.0,9 Passage des Alouettes 69008 Lyon
10400,2010.0,ancien,670.5,46.0,E,2001 - 2010,1053.2,69008.0,1 Rue des Puiseurs 69008 Lyon
10401,1958.0,ancien,1252.0,65.3,F,Avant 1960,1582.0,69008.0,11 Rue des Roses 69008 Lyon
10403,2010.0,ancien,203.9,31.8,C,2001 - 2010,387.5,69008.0,5 Rue de la Fraternité 69008 Lyon
10404,2016.0,ancien,395.5,68.3,C,Après 2010,717.0,69008.0,16 Rue de la Fraternité 69008 Lyon
10405,2017.0,ancien,221.4,48.6,C,Après 2010,500.6,69008.0,12 Rue de la Fraternité 69008 Lyon
10407,1964.0,ancien,551.0,29.3,E,1961 - 1970,766.0,69008.0,36 Rue de la Moselle 69008 Lyon
10409,2016.0,ancien,461.9,52.0,C,Après 2010,741.7,69008.0,14 Rue de la Fraternité 69008 Lyon
10410,2016.0,ancien,597.5,52.6,C,Après 2010,875.4,69008.0,16 Rue de la Fraternité 69008 Lyon
10411,2016.0,ancien,361.9,67.2,C,Après 2010,686.8,69008.0,14 Rue de la Fraternité 69008 Lyon
10414,2010.0,ancien,193.0,49.0,D,2001 - 2010,481.0,69008.0,2 Rue de l'Epargne 69008 Lyon
10415,1961.0,ancien,660.0,45.0,E,1961 - 1970,1072.0,69008.0,14 Rue de Narvik 69008 Lyon
10416,1995.0,ancien,302.5,43.3,D,1991 - 2000,661.2,69008.0,23 Passage des Alouettes 69008 Lyon
10418,2008.0,ancien,151.6,18.0,E,2001 - 2010,457.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10419,2008.0,ancien,150.7,17.9,E,2001 - 2010,456.1,69008.0,1 Rue de l'Eternité 69008 Lyon
10420,1985.0,ancien,341.0,79.0,C,1981 - 1990,779.0,69008.0,22 Rue de Champagneux 69008 Lyon
10423,1985.0,ancien,341.0,79.0,C,1981 - 1990,779.0,69008.0,22 Rue de Champagneux 69008 Lyon
10424,1989.0,ancien,680.9,79.1,D,1981 - 1990,1313.0,69008.0,35 Rue des Hérideaux 69008 Lyon
10425,1995.0,ancien,112.0,18.5,D,1991 - 2000,426.0,69008.0,19 Passage des Alouettes 69008 Lyon
10426,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10428,1994.0,ancien,387.0,50.4,D,1991 - 2000,796.0,69008.0,4 Impasse des Platanes 69008 Lyon
10429,2008.0,ancien,403.5,34.4,E,2001 - 2010,756.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10430,1994.0,ancien,755.6,88.8,D,1991 - 2000,1224.3,69008.0,92 Rue de Montagny 69008 Lyon
10431,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10433,2008.0,ancien,168.1,18.2,E,2001 - 2010,470.7,69008.0,1 Rue de l'Eternité 69008 Lyon
10434,2008.0,ancien,181.8,17.5,E,2001 - 2010,478.1,69008.0,1 Rue de l'Eternité 69008 Lyon
10435,1985.0,ancien,347.0,55.0,C,1981 - 1990,725.0,69008.0,22 Rue de Champagneux 69008 Lyon
10437,2008.0,ancien,186.0,17.9,E,2001 - 2010,483.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10438,2006.0,ancien,259.9,66.5,C,2001 - 2010,727.5,69008.0,16 Rue du Bocage 69008 Lyon
10439,2008.0,ancien,169.4,16.9,E,2001 - 2010,465.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10440,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10441,2001.0,ancien,499.1,43.6,E,2001 - 2010,890.5,69008.0,23 Passage des Alouettes 69008 Lyon
10444,2008.0,ancien,170.9,18.5,E,2001 - 2010,474.3,69008.0,1 Rue de l'Eternité 69008 Lyon
10445,2008.0,ancien,148.1,17.6,E,2001 - 2010,452.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10446,2008.0,ancien,154.4,17.5,E,2001 - 2010,457.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10447,1989.0,ancien,314.5,22.5,F,1981 - 1990,647.6,69008.0,17 Passage des Alouettes 69008 Lyon
10448,1989.0,ancien,108.0,19.7,D,1981 - 1990,430.7,69008.0,17 Passage des Alouettes 69008 Lyon
10451,2008.0,ancien,162.7,17.5,E,2001 - 2010,463.3,69008.0,1 Rue de l'Eternité 69008 Lyon
10452,1991.0,ancien,131.4,18.9,D,1991 - 2000,432.5,69008.0,19 Passage des Alouettes 69008 Lyon
10453,2010.0,ancien,387.7,39.9,D,2001 - 2010,734.9,69008.0,260 Route de Vienne 69008 Lyon
10455,2008.0,ancien,156.0,17.8,E,2001 - 2010,459.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10456,1990.0,ancien,336.9,51.3,C,1981 - 1990,777.5,69008.0,44 Rue des Tuiliers 69008 Lyon
10457,2008.0,ancien,126.1,17.7,E,2001 - 2010,436.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10458,1947.0,ancien,436.6,20.4,G,Avant 1960,692.0,69008.0,126 Route de Vienne 69008 Lyon
10459,2008.0,ancien,187.3,17.5,E,2001 - 2010,482.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10460,2009.0,ancien,305.0,42.9,D,2001 - 2010,661.0,69008.0,1 Rue des Puiseurs 69008 Lyon
10461,2008.0,ancien,162.7,17.5,E,2001 - 2010,463.3,69008.0,1 Rue de l'Eternité 69008 Lyon
10462,2008.0,ancien,168.1,18.2,E,2001 - 2010,470.7,69008.0,1 Rue de l'Eternité 69008 Lyon
10463,1949.0,ancien,569.0,26.0,F,Avant 1960,816.0,69008.0,7 Rue du Bocage 69008 Lyon
10464,2008.0,ancien,194.7,18.2,E,2001 - 2010,491.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10467,1947.0,ancien,158.2,14.0,E,Avant 1960,413.7,69008.0,150 Route de Vienne 69008 Lyon
10469,2008.0,ancien,174.9,20.6,E,2001 - 2010,487.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10470,2008.0,ancien,157.8,18.0,E,2001 - 2010,461.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10471,2008.0,ancien,151.6,17.3,E,2001 - 2010,453.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10472,2008.0,ancien,149.8,17.9,E,2001 - 2010,455.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10473,1995.0,ancien,67.8,18.5,D,1991 - 2000,369.7,69008.0,19 Passage des Alouettes 69008 Lyon
10474,2008.0,ancien,221.9,18.4,E,2001 - 2010,515.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10475,2008.0,ancien,159.6,18.2,E,2001 - 2010,464.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10476,1992.0,ancien,145.0,18.1,E,1991 - 2000,451.0,69008.0,17 Passage des Alouettes 69008 Lyon
10477,2008.0,ancien,182.6,18.2,E,2001 - 2010,482.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10478,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10480,2008.0,ancien,168.1,18.2,E,2001 - 2010,470.7,69008.0,1 Rue de l'Eternité 69008 Lyon
10481,2008.0,ancien,151.6,18.0,E,2001 - 2010,457.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10482,2008.0,ancien,149.0,17.7,E,2001 - 2010,453.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10483,2008.0,ancien,214.7,17.9,E,2001 - 2010,506.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10484,2008.0,ancien,154.2,17.6,E,2001 - 2010,457.3,69008.0,1 Rue de l'Eternité 69008 Lyon
10486,2008.0,ancien,181.8,17.5,E,2001 - 2010,478.1,69008.0,1 Rue de l'Eternité 69008 Lyon
10487,2008.0,ancien,200.0,18.4,E,2001 - 2010,496.7,69008.0,1 Rue de l'Eternité 69008 Lyon
10488,2009.0,ancien,331.0,67.3,D,2001 - 2010,1000.0,69008.0,162 Route de Vienne 69008 Lyon
10489,1990.0,ancien,327.7,21.0,F,1981 - 1990,582.9,69008.0,24 Rue de l'Argonne 69008 Lyon
10490,1993.0,ancien,235.0,18.3,E,1991 - 2000,511.0,69008.0,17 Passage des Alouettes 69008 Lyon
10492,1985.0,ancien,585.0,79.0,C,1981 - 1990,1007.0,69008.0,22 Rue de Champagneux 69008 Lyon
10493,2008.0,ancien,207.7,18.5,E,2001 - 2010,503.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10494,2007.0,ancien,776.9,65.4,D,2001 - 2010,1176.6,69008.0,49 Rue de Montagny 69008 Lyon
10495,1947.0,ancien,707.7,35.5,F,Avant 1960,986.6,69008.0,12 Rue des Maçons 69008 Lyon
10496,1990.0,ancien,388.3,20.0,F,1981 - 1990,633.8,69008.0,24 Rue de l'Argonne 69008 Lyon
10497,1947.0,ancien,468.8,29.9,F,Avant 1960,784.7,69008.0,126 Route de Vienne 69008 Lyon
10498,2008.0,ancien,178.5,17.8,E,2001 - 2010,476.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10499,2008.0,ancien,182.6,18.2,E,2001 - 2010,482.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10500,1989.0,ancien,264.4,22.6,E,1981 - 1990,567.1,69008.0,17 Passage des Alouettes 69008 Lyon
10501,2008.0,ancien,166.5,17.3,E,2001 - 2010,465.3,69008.0,1 Rue de l'Eternité 69008 Lyon
10502,2008.0,ancien,153.3,18.2,E,2001 - 2010,459.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10503,1985.0,ancien,362.0,94.0,C,1981 - 1990,835.0,69008.0,22 Rue de Champagneux 69008 Lyon
10504,2008.0,ancien,93.1,17.4,D,2001 - 2010,395.8,69008.0,32 Rue des Hérideaux 69008 Lyon
10505,2008.0,ancien,155.5,17.5,E,2001 - 2010,457.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10506,2012.0,ancien,304.8,54.0,C,Après 2010,752.0,69008.0,260 Route de Vienne 69008 Lyon
10507,1993.0,ancien,126.2,18.2,D,1991 - 2000,442.1,69008.0,17 Passage des Alouettes 69008 Lyon
10510,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10511,2008.0,ancien,151.6,17.3,E,2001 - 2010,453.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10512,2008.0,ancien,187.3,17.5,E,2001 - 2010,482.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10513,1989.0,ancien,139.1,18.6,D,1981 - 1990,450.1,69008.0,19 Passage des Alouettes 69008 Lyon
10514,1985.0,ancien,571.0,88.2,C,1981 - 1990,1077.2,69008.0,34 Rue de Champagneux 69008 Lyon
10515,2008.0,ancien,160.3,17.5,E,2001 - 2010,461.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10516,1949.0,ancien,878.0,30.9,G,Avant 1960,1098.0,69008.0,40 Rue des Hérideaux 69008 Lyon
10517,2008.0,ancien,204.0,20.3,E,2001 - 2010,509.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10518,2008.0,ancien,168.5,17.5,E,2001 - 2010,467.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10521,2008.0,ancien,165.3,17.9,E,2001 - 2010,467.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10522,2008.0,ancien,182.9,17.6,E,2001 - 2010,479.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10523,2009.0,ancien,499.0,82.9,D,2001 - 2010,1027.0,69008.0,162 Route de Vienne 69008 Lyon
10524,2008.0,ancien,194.7,18.2,E,2001 - 2010,491.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10525,2008.0,ancien,404.4,34.4,E,2001 - 2010,756.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10526,1947.0,ancien,156.0,13.8,E,Avant 1960,403.7,69008.0,150 Route de Vienne 69008 Lyon
10527,1989.0,ancien,351.4,34.0,D,1981 - 1990,687.6,69008.0,119 Rue de Montagny 69008 Lyon
10529,2008.0,ancien,200.7,17.9,E,2001 - 2010,494.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10530,2008.0,ancien,166.4,17.5,E,2001 - 2010,466.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10531,1985.0,ancien,189.0,55.0,C,1981 - 1990,586.0,69008.0,22 Rue de Champagneux 69008 Lyon
10533,2008.0,ancien,179.7,17.3,E,2001 - 2010,475.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10534,2008.0,ancien,153.3,18.2,E,2001 - 2010,459.5,69008.0,1 Rue de l'Eternité 69008 Lyon
10536,2009.0,ancien,414.6,69.8,C,2001 - 2010,863.6,69008.0,16 Rue des Hérideaux 69008 Lyon
10538,2008.0,ancien,174.9,20.6,E,2001 - 2010,487.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10539,2008.0,ancien,215.3,20.6,E,2001 - 2010,520.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10540,2008.0,ancien,457.0,42.0,D,2001 - 2010,809.0,69008.0,3 Rue des Puiseurs 69008 Lyon
10542,1900.0,ancien,791.0,24.0,G,Avant 1960,978.0,69008.0,150 Route de Vienne 69008 Lyon
10543,2021.0,ancien,578.8,62.8,C,Après 2010,862.9,69008.0,171 Route de Vienne 69008 Lyon
10544,2008.0,ancien,153.3,17.5,E,2001 - 2010,456.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10547,1985.0,ancien,613.0,75.0,D,1981 - 1990,1024.0,69008.0,22 Rue de Champagneux 69008 Lyon
10548,1985.0,ancien,189.0,55.0,C,1981 - 1990,586.0,69008.0,22 Rue de Champagneux 69008 Lyon
10549,2008.0,ancien,153.3,17.5,E,2001 - 2010,456.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10553,2013.0,ancien,133.0,31.6,C,Après 2010,471.0,69008.0,246 Route de Vienne 69008 Lyon
10555,1989.0,ancien,310.5,21.5,E,1981 - 1990,586.6,69008.0,8 Rue de l'Epargne 69008 Lyon
10556,2009.0,ancien,312.9,69.2,C,2001 - 2010,769.6,69008.0,16 Rue des Hérideaux 69008 Lyon
10557,2008.0,ancien,159.6,18.2,E,2001 - 2010,464.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10558,2008.0,ancien,149.9,17.8,E,2001 - 2010,455.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10560,2008.0,ancien,178.5,17.8,E,2001 - 2010,476.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10561,2008.0,ancien,156.0,17.8,E,2001 - 2010,459.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10562,2008.0,ancien,156.0,17.8,E,2001 - 2010,459.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10565,1990.0,ancien,548.6,30.0,F,1981 - 1990,823.3,69008.0,24 Rue de l'Argonne 69008 Lyon
10566,2008.0,ancien,215.9,18.0,E,2001 - 2010,508.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10567,1995.0,ancien,185.0,21.0,E,1991 - 2000,493.0,69008.0,19 Passage des Alouettes 69008 Lyon
10569,2008.0,ancien,168.1,18.2,E,2001 - 2010,470.7,69008.0,1 Rue de l'Eternité 69008 Lyon
10570,2008.0,ancien,174.9,20.6,E,2001 - 2010,487.2,69008.0,1 Rue de l'Eternité 69008 Lyon
10571,1965.0,ancien,1515.0,50.5,G,1961 - 1970,1820.0,69008.0,8 Passage des Alouettes 69008 Lyon
10572,1995.0,ancien,169.0,18.0,E,1991 - 2000,470.0,69008.0,8 Rue de l’Epargne 69008 Lyon
10573,2001.0,ancien,642.7,100.8,C,2001 - 2010,1187.2,69008.0,3 Rue des Alouettes 69008 Lyon
10575,1990.0,ancien,461.9,33.0,E,1981 - 1990,753.8,69008.0,24 Rue de l'Argonne 69008 Lyon
10577,2012.0,ancien,214.9,28.9,D,Après 2010,525.2,69008.0,128 Route de Vienne 69008 Lyon
10578,1995.0,ancien,92.0,18.5,D,1991 - 2000,392.0,69008.0,19 Passage des Alouettes 69008 Lyon
10581,2011.0,ancien,203.0,55.0,C,Après 2010,537.0,69008.0,185 Route de Vienne 69008 Lyon
10582,1948.0,ancien,394.7,32.4,F,Avant 1960,760.1,69008.0,188 Route de Vienne 69008 Lyon
10584,2013.0,ancien,178.0,44.4,C,Après 2010,483.0,69008.0,248 Route de Vienne 69008 Lyon
10586,2011.0,ancien,461.0,104.0,C,Après 2010,979.0,69008.0,185 Route de Vienne 69008 Lyon
10588,1934.0,ancien,2054.0,65.0,G,Avant 1960,2733.0,69008.0,6 Rue des Serpollières 69008 Lyon
10589,1989.0,ancien,383.3,68.0,D,1981 - 1990,900.4,69008.0,96 Avenue de l'Europe 69008 Lyon
10591,1955.0,ancien,794.8,56.0,E,Avant 1960,1258.2,69008.0,9 Passage des Alouettes 69008 Lyon
10592,2011.0,ancien,170.0,53.0,C,Après 2010,490.0,69008.0,185 Route de Vienne 69008 Lyon
10594,2011.0,ancien,251.0,55.0,C,Après 2010,602.0,69008.0,185 Route de Vienne 69008 Lyon
10595,2001.0,ancien,228.7,70.0,C,2001 - 2010,683.3,69008.0,13 Rue de l'Argonne 69008 Lyon
10597,1919.0,ancien,1642.8,95.0,D,Avant 1960,2203.4,69008.0,1 Rue des Serpollières 69008 Lyon
10598,1934.0,ancien,785.0,47.0,E,Avant 1960,1084.0,69008.0,20 Rue des Serpollières 69008 Lyon
10600,1947.0,ancien,1056.7,76.0,D,Avant 1960,1324.3,69008.0,224 Route de Vienne 69008 Lyon
10601,2011.0,ancien,151.0,48.0,C,Après 2010,454.0,69008.0,185 Route de Vienne 69008 Lyon
10602,1996.0,ancien,218.9,46.5,C,1991 - 2000,426.0,69008.0,6 Impasse des Platanes 69008 Lyon
10604,2013.0,ancien,552.5,66.7,C,Après 2010,864.8,69008.0,246 Route de Vienne 69008 Lyon
10605,1948.0,ancien,1184.1,63.4,E,Avant 1960,1612.6,69008.0,10 Passage des Alouettes 69008 Lyon
10606,2011.0,ancien,248.0,46.0,C,Après 2010,549.0,69008.0,185 Route de Vienne 69008 Lyon
10609,2011.0,ancien,437.1,61.7,C,Après 2010,766.2,69008.0,248 Route de Vienne 69008 Lyon
10610,2004.0,ancien,680.3,86.6,C,2001 - 2010,1108.9,69008.0,26 Rue des Hérideaux 69008 Lyon
10612,1919.0,ancien,3131.1,94.0,F,Avant 1960,3745.0,69008.0,1 Rue des Serpollières 69008 Lyon
10613,1930.0,ancien,1093.0,68.5,E,Avant 1960,1357.0,69008.0,222 Route de Vienne 69008 Lyon
10617,2011.0,ancien,347.0,85.0,C,Après 2010,790.0,69008.0,185 Route de Vienne 69008 Lyon
10618,2001.0,ancien,196.2,49.9,C,2001 - 2010,432.7,69008.0,162 Route de Vienne 69008 Lyon
10619,2011.0,ancien,246.0,74.0,C,Après 2010,653.0,69008.0,185 Route de Vienne 69008 Lyon
10620,2011.0,ancien,155.0,49.0,C,Après 2010,462.0,69008.0,185 Route de Vienne 69008 Lyon
10621,1948.0,ancien,537.3,51.5,D,Avant 1960,819.0,69008.0,13 Passage des Alouettes 69008 Lyon
10622,2012.0,ancien,110.0,40.6,C,Après 2010,433.0,69008.0,102 Rue de Montagny 69008 Lyon
10623,1993.0,ancien,507.4,57.0,D,1991 - 2000,1023.3,69008.0,17 Avenue de Pressensé 69008 Lyon
10624,2011.0,ancien,188.0,69.0,C,Après 2010,562.0,69008.0,185 Route de Vienne 69008 Lyon
10625,1989.0,ancien,708.8,72.0,D,1981 - 1990,1118.7,69008.0,177 Route de Vienne 69008 Lyon
10626,2010.0,ancien,251.0,59.3,C,2001 - 2010,532.8,69008.0,6 Rue de l'Eternité 69008 Lyon
10627,2011.0,ancien,246.0,44.0,D,Après 2010,553.0,69008.0,185 Route de Vienne 69008 Lyon
10630,2004.0,ancien,388.0,68.7,C,2001 - 2010,814.0,69008.0,44 Rue des Hérideaux 69008 Lyon
10631,2011.0,ancien,182.0,48.0,C,Après 2010,499.0,69008.0,185 Route de Vienne 69008 Lyon
10633,2014.0,ancien,345.7,60.2,C,Après 2010,697.8,69008.0,13bis Rue du Bocage 69008 Lyon
10635,2011.0,ancien,505.7,61.9,C,Après 2010,882.3,69008.0,246 Route de Vienne 69008 Lyon
10636,2005.0,ancien,294.0,50.0,C,2001 - 2010,668.0,69008.0,114 Rue de Montagny 69008 Lyon
10637,1962.0,ancien,470.9,68.0,D,1961 - 1970,958.7,69008.0,148 Route de Vienne 69008 Lyon
10638,1983.0,ancien,488.2,28.0,E,1981 - 1990,800.8,69008.0,28 Rue des Alouettes 69008 Lyon
10639,2011.0,ancien,549.0,104.0,C,Après 2010,1065.0,69008.0,185 Route de Vienne 69008 Lyon
10640,2000.0,ancien,105.0,28.3,D,1991 - 2000,417.4,69008.0,6 Impasse des Platanes 69008 Lyon
10641,2015.0,ancien,205.0,44.8,C,Après 2010,540.0,69008.0,248 Route de Vienne 69008 Lyon
10644,2003.0,ancien,475.8,62.6,C,2001 - 2010,878.1,69008.0,44 Rue des Hérideaux 69008 Lyon
10645,1993.0,ancien,444.6,64.6,C,1991 - 2000,857.2,69008.0,122 Rue de Montagny 69008 Lyon
10647,2011.0,ancien,227.0,69.0,C,Après 2010,617.0,69008.0,185 Route de Vienne 69008 Lyon
10649,2011.0,ancien,179.0,38.0,C,Après 2010,464.0,69008.0,185 Route de Vienne 69008 Lyon
10650,2006.0,ancien,56.9,28.0,D,2001 - 2010,413.0,69008.0,6 Rue de l'Eternité 69008 Lyon
10651,2011.0,ancien,207.0,56.0,C,Après 2010,562.0,69008.0,185 Route de Vienne 69008 Lyon
10652,2006.0,ancien,119.4,33.5,C,2001 - 2010,308.0,69008.0,94 Avenue de l'Europe 69008 Lyon
10653,2001.0,ancien,242.9,65.5,D,2001 - 2010,809.3,69008.0,162 Route de Vienne 69008 Lyon
10654,1919.0,ancien,1642.8,95.0,D,Avant 1960,2203.4,69008.0,1 Rue des Serpollières 69008 Lyon
10655,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10656,1985.0,ancien,189.0,55.0,C,1981 - 1990,586.0,69008.0,22 Rue de Champagneux 69008 Lyon
10657,2001.0,ancien,357.7,51.3,D,2001 - 2010,791.5,69008.0,44 Rue des Tuiliers 69008 Lyon
10658,1985.0,ancien,362.0,94.0,C,1981 - 1990,835.0,69008.0,22 Rue de Champagneux 69008 Lyon
10659,2008.0,ancien,166.2,18.0,E,2001 - 2010,468.4,69008.0,1 Rue de l'Eternité 69008 Lyon
10660,1989.0,ancien,113.1,18.5,D,1981 - 1990,413.8,69008.0,19 Passage des Alouettes 69008 Lyon
10662,2008.0,ancien,148.1,17.6,E,2001 - 2010,452.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10663,1990.0,ancien,337.5,22.0,E,1981 - 1990,595.7,69008.0,24 Rue de l'Argonne 69008 Lyon
10668,1947.0,ancien,108.5,15.8,D,Avant 1960,380.6,69008.0,150 Route de Vienne 69008 Lyon
10669,1985.0,ancien,856.7,95.4,D,1981 - 1990,1311.8,69008.0,15 Rue des Alouettes 69008 Lyon
10671,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
10672,1990.0,ancien,239.2,46.0,C,1981 - 1990,634.8,69008.0,21 Passage des Alouettes 69008 Lyon
10673,2008.0,ancien,183.7,16.9,E,2001 - 2010,476.8,69008.0,1 Rue de l'Eternité 69008 Lyon
10674,1989.0,ancien,371.8,64.7,C,1981 - 1990,827.8,69008.0,19 Passage des Alouettes 69008 Lyon
10675,1989.0,ancien,308.0,69.1,C,1981 - 1990,752.0,69008.0,35 Rue des Hérideaux 69008 Lyon
10676,1900.0,ancien,271.0,18.0,E,Avant 1960,491.0,69008.0,171 Route de Vienne 69008 Lyon
10677,1947.0,ancien,99.6,14.7,D,Avant 1960,363.2,69008.0,150 Route de Vienne 69008 Lyon
10680,1993.0,ancien,125.0,18.4,D,1991 - 2000,425.0,69008.0,17 Passage des Alouettes 69008 Lyon
10682,2008.0,ancien,149.9,17.8,E,2001 - 2010,455.0,69008.0,1 Rue de l'Eternité 69008 Lyon
10684,2008.0,ancien,151.6,17.3,E,2001 - 2010,453.9,69008.0,1 Rue de l'Eternité 69008 Lyon
10685,2008.0,ancien,147.3,17.5,E,2001 - 2010,451.6,69008.0,1 Rue de l'Eternité 69008 Lyon
